Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Full_Part_Time_Empl_Ind,Perm_Temp_Empl_Ind,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau Data - Monthly_Other_Co_Repayments,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Total # Public Info. (Court + bankruptcies),Total value Public Info. (Court + bankruptcies),Time since most recent Public Info.  mnths,Total_value__CAIS_8_9s,Worst_status_L6m,Worst_CUrrent_Status,__of_status_3_s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total outstanding balance (excl. mortgages),Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
31442,766,E,48,6000,26.9,UnSecured,12,2,95,H,Y,1,M,F,55,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,252,"152,000.00",149116,169772,902,1,D,38,151,1,5,49,35,3,3,2,5,8,N,0,207,9,N,99,,0,,,,0,0,0
31443,859,B,60,5000,19.9,UnSecured,18,3,19,H,Y,3,M,M,64,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,92,"296,000.00",82000,2476,0,5,D,41,0,0,0,99,0,0,0,0,2,0,N,0,25,5,N,99,LASCI                     ,1,772,LASCI,Single,1,0,0
31444,872,A,60,4000,15.9,secured  ,17,3,156,H,Y,4,M,M,84,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,48,"270,000.00",214704,10911,151,5,D,43,0,1,112,69,13,2,0,0,4,15,N,1,110,6,N,69,,0,,,,0,0,0
31446,773,E,30,1500,32.9,UnSecured,25,4,192,H,Y,0,S,M,120,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,60,"118,000.00",20000,0,0,5,D,55,0,0,0,99,0,0,0,0,1,3,N,0,1,1,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31447,754,F,120,30000,12.9,secured  ,13,2,37,H,Y,4,M,M,188,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,284,"208,000.00",102918,135591,767,1,D,46,104,0,0,99,0,3,2,1,3,2,N,0,327,9,N,99,JOINT LIFE & CRITICA      ,1,757,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
31449,793,D,60,6000,18.9,UnSecured,11,2,18,H,Y,0,S,M,180,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,24,"101,000.00",81780,138208,1501,0,D,52,83,0,0,99,0,1,0,0,4,1,N,0,565,9,N,99,,0,,,,0,0,0
31451,1000,X,60,5000,9.9,UnSecured,7,1,60,H,Y,0,M,F,336,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,336,"270,000.00",180000,23980,395,5,D,45,0,0,0,99,0,0,0,0,5,3,N,0,240,9,N,99,,0,,,,0,0,0
31453,980,X,60,12000,7.9,UnSecured,45,8,48,H,Y,0,D,M,12,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,"99,000.00",64070,83840,795,5,D,56,66,0,0,99,0,0,0,0,2,1,N,0,198,6,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31454,765,E,13,2000,31.9,UnSecured,27,4,12,T,Y,0,S,F,119,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,165,"120,000.00",0,1941,0,0,D,37,0,0,0,99,27,0,0,0,0,0,N,0,20,3,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31455,743,F,25,3600,36.9,UnSecured,13,2,27,T,Y,1,M,M,81,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,85,"120,000.00",0,20242,698,0,D,38,0,0,0,99,7,1,0,0,0,0,N,0,203,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31456,829,C,120,6000,15.4,secured  ,45,8,454,H,Y,0,S,F,103,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,221,"220,000.00",106704,117635,1094,1,D,40,108,1,48,27,31,3,0,3,9,5,N,1,110,9,N,27,LASU                      ,1,758,LASU,Single,1,0,0
31458,780,E,60,6000,19.9,UnSecured,46,8,70,H,Y,2,M,F,10,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,100,"255,000.00",0,10253,65,4,D,30,0,0,0,99,4,1,1,0,4,5,N,0,103,9,N,99,Other                     ,1,778,1st Cust LASCI / 2nd Cust LASU,JOINT,0,1,0
31461,837,C,60,8000,13.9,UnSecured,20,3,60,H,Y,1,M,M,72,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"230,000.00",120000,138048,876,4,D,41,131,0,0,99,96,0,0,0,1,6,N,0,82,3,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31463,908,A,60,10000,7.9,UnSecured,46,8,91,T,Y,1,M,M,67,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,127,"120,000.00",0,23964,474,4,D,56,0,0,0,99,1,0,0,0,5,5,N,0,240,5,N,99,,0,,,,0,0,0
31467,994,X,60,7000,7.9,UnSecured,23,4,62,H,Y,0,D,F,142,R,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,151,"350,000.00",34058,40482,156,4,D,64,36,0,0,99,0,0,0,0,0,4,N,0,65,9,N,99,,0,,,,0,0,0
31469,957,X,24,2000,33.9,UnSecured,46,8,180,T,Y,0,M,M,120,R,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,396,"120,000.00",0,935,4,5,D,66,0,0,0,99,55,0,0,0,1,12,N,0,10,2,N,99,LIFE & CRITICAL ILLN      ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31470,811,D,36,3000,26.9,UnSecured,46,8,5,H,N,0,S,F,54,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,180,"182,000.00",152000,166920,838,0,D,30,154,1,1,31,0,1,1,0,5,0,N,0,148,4,N,99,,0,,,,0,0,0
31471,965,X,120,30000,7.4,secured  ,60,11,66,H,Y,0,M,M,132,R,P,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,"294,000.00",75850,110272,654,5,D,63,77,0,0,99,0,1,1,0,5,0,N,0,345,9,N,99,JOINT LIFE & CRITICA      ,1,769,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
31472,964,X,60,6000,11.9,UnSecured,9,2,60,H,Y,0,M,F,48,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,48,"340,000.00",170000,19226,461,5,D,48,0,0,0,99,0,0,0,0,1,5,N,0,193,6,N,99,,0,,,,0,0,0
31475,919,A,88,15000,10.4,secured  ,49,9,15,H,Y,1,M,M,2,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"477,000.00",240587,476263,2711,5,D,28,461,0,0,99,0,0,0,0,2,0,N,0,167,9,N,99,,0,,,,0,0,0
31476,837,C,60,10000,12.9,UnSecured,58,11,72,H,Y,5,M,F,75,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,123,"800,000.00",170000,17687,0,0,D,40,0,0,0,99,15,2,0,0,5,5,N,0,177,6,N,99,,0,,,,0,0,0
31478,1002,X,60,10000,7.9,UnSecured,55,10,240,H,Y,1,D,F,272,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,"200,000.00",0,10811,0,5,D,52,0,0,0,99,0,0,0,0,5,20,N,0,109,7,N,99,,0,,,,0,0,0
31479,851,B,60,5600,21.9,UnSecured,23,4,243,H,Y,0,M,F,51,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,85,"170,000.00",99574,101101,525,0,D,49,101,0,0,99,8,1,1,0,6,16,N,0,16,8,N,99,,0,,,,0,0,0
31481,843,B,36,3000,23.9,UnSecured,46,8,264,H,Y,2,M,F,1,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,228,"95,000.00",84072,105629,764,0,D,40,86,1,2,5,31,0,0,0,2,22,N,1,216,3,N,5,LASU                      ,1,770,LASU,Single,1,0,0
31482,868,B,60,5000,14.9,UnSecured,41,7,114,H,Y,1,M,F,43,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,67,"130,000.00",93016,112612,897,0,D,30,94,0,0,99,0,0,0,0,5,9,N,0,199,9,N,99,,0,,,,0,0,0
31483,895,A,36,5000,14.9,UnSecured,55,10,54,H,Y,0,S,M,24,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"170,000.00",102389,1654,32,5,D,40,0,0,0,99,0,0,0,0,5,2,N,0,17,4,N,99,,0,,,,0,0,0
31484,896,A,60,5000,15.9,UnSecured,47,8,70,T,Y,1,D,F,30,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,"120,000.00",0,8476,20,5,D,40,0,0,0,99,0,1,0,0,3,3,N,0,85,6,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31487,947,X,24,1000,19.9,UnSecured,22,4,316,H,Y,0,M,M,171,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,379,"181,000.00",186582,18187,0,0,D,38,0,0,0,99,271,0,0,0,4,3,N,0,182,4,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31490,887,A,36,1000,22.9,UnSecured,46,8,11,T,Y,0,S,M,5,P,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,108,"120,000.00",0,683,33,5,D,32,0,0,0,99,0,1,0,0,1,0,N,0,7,3,N,99,LASCI                     ,1,760,LASCI,Single,1,0,0
31491,997,X,60,6000,9.9,UnSecured,7,1,189,H,Y,0,M,F,109,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,48,"250,000.00",0,25533,672,5,D,52,0,0,0,99,0,0,0,0,3,15,N,0,256,9,N,99,,0,,,,0,0,0
31492,707,R,60,2500,44.9,UnSecured,41,7,159,T,Y,2,M,M,28,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,291,"120,000.00",0,25732,392,0,D,52,0,0,0,99,67,2,2,0,8,12,N,0,258,9,N,99,Other                     ,1,775,JOINT LASU,JOINT,0,1,0
31496,925,A,36,3000,29.9,UnSecured,43,7,321,H,N,0,M,M,72,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,324,"110,000.00",74330,75373,637,5,D,45,76,5,17,10,12,0,0,0,5,26,N,4,11,4,N,10,LASU                      ,1,770,LASU,Single,1,0,0
31498,764,E,60,4000,33.9,UnSecured,47,8,133,H,Y,2,M,F,162,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,"94,000.00",64149,104555,1097,0,D,33,66,0,0,99,4,3,3,1,6,6,N,0,405,9,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31502,795,D,60,5000,24.9,UnSecured,20,3,24,T,Y,2,M,M,42,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,216,"120,000.00",0,19538,344,5,D,42,0,0,0,99,20,1,0,0,4,2,N,0,196,9,N,99,,0,,,,0,0,0
31503,822,C,120,30000,12.9,secured  ,47,8,73,H,Y,0,M,M,181,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"110,000.00",57875,83233,935,4,D,45,59,1,5,39,319,5,5,5,5,16,N,0,254,6,N,99,Joint                     ,1,775,JOINT LASU,JOINT,0,1,0
31505,971,X,60,6000,9.9,UnSecured,43,7,156,T,Y,1,M,M,138,P,F,T,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,360,"120,000.00",0,4240,144,0,D,60,0,0,0,99,0,1,1,0,2,13,N,0,43,7,N,99,1st Cust - LASU / 2n      ,1,759,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31507,783,E,60,4000,29.9,UnSecured,29,5,20,T,Y,2,D,M,223,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,24,"120,000.00",0,19671,457,4,D,43,0,0,0,99,0,0,0,0,2,1,N,0,197,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31509,792,D,48,3000,27.9,UnSecured,59,11,25,T,Y,1,S,M,25,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,183,"120,000.00",0,300,0,5,D,33,0,0,0,99,2,0,0,0,2,0,N,0,3,1,N,99,,0,,,,0,0,0
31510,997,X,36,3000,17.9,UnSecured,23,4,47,H,Y,0,M,M,105,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"75,000.00",69965,86268,760,5,D,47,71,0,0,99,2,6,0,6,3,3,N,0,164,7,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31512,770,E,60,5500,21.9,UnSecured,8,2,30,H,N,1,M,F,120,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,"300,000.00",152591,159850,975,5,D,42,154,0,0,99,9,5,5,2,3,2,N,0,73,9,N,99,,0,,,,0,0,0
31513,997,X,60,15000,7.9,UnSecured,59,11,120,H,Y,0,M,F,148,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,60,"250,000.00",70000,11038,187,5,D,58,0,0,0,99,6,0,0,0,1,10,N,0,111,9,N,99,,0,,,,0,0,0
31514,881,A,120,14000,9.9,secured  ,45,8,177,H,Y,0,D,F,175,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,169,"103,000.00",56546,71662,354,0,D,40,58,2,13,36,5,0,0,0,0,13,N,0,152,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31515,871,B,60,3000,29.9,UnSecured,46,8,120,H,Y,0,M,M,119,S,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"190,000.00",72000,90509,1113,0,D,43,84,3,46,9,0,3,0,1,1,10,N,2,79,9,N,9,,0,,,,0,0,0
31522,1006,X,60,10000,7.9,UnSecured,12,2,57,H,Y,0,M,M,138,G,F,P,4,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,258,"300,000.00",120999,131017,861,0,D,54,122,0,0,99,0,0,0,0,1,1,N,0,101,4,N,99,,0,,,,0,0,0
31524,944,X,300,43350,7.9,secured  ,42,7,24,H,Y,2,M,F,12,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,216,"335,000.00",96615,119213,634,4,D,40,114,0,0,99,6,0,0,0,6,1,N,0,71,5,N,99,Single                    ,1,745,LASU,Single,1,0,0
31528,1031,X,120,15000,8.9,secured  ,42,7,264,H,Y,0,M,M,42,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,240,"110,000.00",24627,44841,452,0,D,52,26,1,7,45,3,0,0,0,3,1,N,1,203,4,N,45,JOINT LASCI               ,1,776,JOINT LASCI,Joint,0,1,0
31529,981,X,60,10500,7.9,UnSecured,43,7,84,H,Y,0,M,M,349,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,277,"108,000.00",54225,66310,629,4,D,50,56,0,0,99,23,0,0,0,1,6,N,0,121,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31531,922,A,60,10000,7.9,UnSecured,24,4,114,H,Y,0,M,F,197,G,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,316,"133,000.00",109622,120176,930,0,D,43,111,1,3,44,7,1,1,0,1,9,N,1,106,7,N,44,LASU                      ,1,758,LASU,Single,1,0,0
31533,850,B,60,7500,19.9,UnSecured,26,4,15,T,Y,0,S,M,54,P,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,55,"120,000.00",0,14551,219,5,D,35,0,0,0,99,0,0,0,0,3,1,N,0,146,9,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31534,816,C,84,15000,15.4,secured  ,24,4,11,H,Y,0,M,F,65,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,73,"130,000.00",101946,115375,724,5,D,30,111,1,107,38,0,0,0,0,5,0,N,0,58,9,N,99,,0,,,,0,0,0
31536,1006,X,60,7500,7.9,UnSecured,44,8,239,H,Y,0,M,M,156,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,444,"80,000.00",23000,39244,680,0,D,55,30,0,0,99,0,1,0,0,0,20,N,0,106,5,N,99,LASCI                     ,1,760,LASCI,Single,1,0,0
31537,744,F,37,1000,38.9,UnSecured,37,6,108,T,Y,4,M,M,203,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,"120,000.00",0,603,0,0,D,48,0,0,0,99,2,2,1,0,0,5,N,0,7,2,N,99,LASCI                     ,1,760,LASCI,Single,1,0,0
31538,807,D,36,1500,33.9,UnSecured,43,7,483,L,Y,0,S,M,86,P,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,243,"120,000.00",0,2160,34,5,D,47,0,0,0,99,0,0,0,0,0,22,N,0,22,2,N,99,,0,,,,0,0,0
31539,831,C,60,5000,13.9,UnSecured,44,8,24,H,Y,2,M,M,56,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,132,"85,000.00",89388,100040,855,5,D,24,91,0,0,99,1,0,0,0,7,0,N,0,107,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31540,793,D,120,12000,17.4,secured  ,18,3,6,H,Y,1,M,F,54,G,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"150,000.00",134938,147263,1073,5,D,29,136,0,0,99,6,2,2,0,8,0,N,0,124,9,N,99,,0,,,,0,0,0
31541,971,X,48,6700,9.9,UnSecured,42,7,264,H,Y,0,D,F,46,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,260,"100,000.00",0,1990,0,0,D,46,0,0,0,99,0,0,0,0,1,21,N,0,20,5,N,99,,0,,,,0,0,0
31550,837,C,60,5000,17.9,UnSecured,24,4,114,T,N,2,M,F,30,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,96,"120,000.00",0,3947,0,0,D,40,0,3,9,37,76,0,0,0,3,3,N,3,40,1,N,37,1st Cust - LASU / 2n      ,1,759,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31554,837,C,60,5500,22.9,UnSecured,39,6,12,H,Y,1,M,F,84,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,168,"94,000.00",84859,90284,561,5,D,33,86,0,0,99,0,0,0,0,8,0,N,0,55,9,N,99,LIFE & CRITICAL ILLN      ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31561,698,R,120,25000,19.9,secured  ,42,7,84,H,Y,5,D,F,126,D,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,82,"99,000.00",48345,56893,143,0,D,36,50,0,0,99,6,0,0,0,4,5,N,0,86,4,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31563,804,D,72,5000,19.9,secured  ,42,7,6,H,Y,2,S,M,6,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,"120,000.00",118700,126002,1140,5,D,34,120,0,0,99,80,0,0,0,9,0,N,0,74,6,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31565,879,A,60,9000,11.9,UnSecured,15,3,42,H,Y,0,M,F,47,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,138,"200,000.00",76754,180387,1432,4,D,56,174,0,0,99,36,0,0,0,9,3,N,0,81,8,N,99,,0,,,,0,0,0
31573,834,C,120,23000,11.4,secured  ,32,5,216,H,Y,0,M,M,236,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,TRUE  ,360,"79,000.00",41563,57552,683,0,D,41,43,0,0,99,3,2,2,0,1,14,N,0,160,7,N,99,1st Cust - LASU / 2n      ,1,759,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31578,901,A,60,12000,14.9,secured  ,40,6,12,H,Y,0,S,F,96,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,192,"68,000.00",56341,66325,655,5,D,32,58,0,0,99,0,0,0,0,2,0,N,0,100,6,N,99,,0,,,,0,0,0
31579,774,E,120,15000,13.9,secured  ,42,7,12,H,Y,0,S,M,108,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,144,"60,000.00",50072,79688,634,0,D,26,52,0,0,99,0,0,0,0,3,0,N,0,297,8,N,99,LASCI                     ,1,772,LASCI,Single,1,0,0
31580,864,B,60,5000,20.9,UnSecured,45,8,164,H,Y,2,D,F,6,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"125,000.00",64901,64918,462,5,D,34,66,0,0,99,0,0,0,0,6,11,N,0,1,8,N,99,,0,,,,0,0,0
31582,994,X,60,10000,7.9,UnSecured,0,1,19,H,N,0,M,M,270,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,306,"120,000.00",42000,10135,0,4,D,58,0,0,0,99,2,0,0,0,4,0,N,0,102,3,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31584,839,B,120,8200,15.4,secured  ,42,7,125,H,Y,2,M,M,8,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,185,"92,000.00",73239,76260,470,4,D,46,75,3,55,19,351,1,0,0,6,9,N,3,31,5,N,19,,0,,,,0,0,0
31585,974,X,120,8500,8.9,secured  ,37,6,213,H,Y,4,S,F,213,P,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,261,"122,000.00",58216,64884,458,0,D,43,60,0,0,99,7,0,0,0,1,15,N,0,67,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31589,874,A,36,3500,21.9,UnSecured,44,8,102,H,Y,0,S,F,105,S,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,202,"120,000.00",52113,1934,7,0,D,34,0,1,2,19,3,3,1,1,3,7,N,0,20,5,N,99,,0,,,,0,0,0
31590,859,B,36,3000,24.9,UnSecured,24,4,30,T,Y,0,M,F,25,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,253,"120,000.00",0,4198,139,0,D,39,0,0,0,99,24,0,0,0,0,2,N,0,42,5,N,99,Single                    ,1,715,LASU,Single,1,0,0
31594,946,X,120,15000,9.9,secured  ,20,3,88,H,Y,0,M,M,204,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"311,000.00",196441,209141,1720,0,D,47,198,0,0,99,13,3,3,1,3,0,N,0,127,5,N,99,JOINT LIFE & CRITICA      ,1,769,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
31599,858,B,120,30000,9.4,secured  ,47,8,72,H,Y,0,S,F,126,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,420,"192,000.00",132149,160666,879,5,D,39,162,0,0,99,6,0,0,0,6,0,N,0,7,5,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31600,809,D,60,5000,26.9,UnSecured,1,1,7,T,Y,0,S,F,26,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"120,000.00",0,3915,0,5,D,40,0,0,0,99,45,0,0,0,5,0,N,0,40,2,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31604,793,D,60,4000,33.9,UnSecured,23,4,30,T,Y,1,M,M,360,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"120,000.00",0,437,0,0,D,49,0,2,81,8,87,0,0,0,0,1,N,2,5,3,N,8,LASCI                     ,1,760,LASCI,Single,1,0,0
31607,816,C,60,6000,24.9,UnSecured,48,9,27,T,Y,1,M,M,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,420,"120,000.00",0,25022,337,5,D,51,0,1,8,21,0,0,0,0,4,2,N,1,251,8,N,21,LASCI                     ,1,772,LASCI,Single,1,0,0
31610,706,R,60,6000,28.9,secured  ,37,6,120,H,Y,1,M,M,9,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"125,000.00",98792,104991,653,5,D,44,100,0,0,99,11,1,0,0,4,10,N,0,62,9,N,99,LASCI                     ,1,772,LASCI,Single,1,0,0
31611,850,B,48,2000,26.9,UnSecured,21,4,12,H,Y,1,S,F,60,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,84,"134,000.00",115594,121545,766,5,D,24,117,0,0,99,0,1,0,0,3,1,N,0,60,6,N,99,,0,,,,0,0,0
31612,860,B,60,5000,14.9,UnSecured,46,8,113,H,Y,2,M,M,37,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,144,"138,000.00",0,2985,162,5,D,45,0,0,0,99,4,2,1,0,0,1,N,0,30,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31618,860,B,60,3000,29.9,UnSecured,47,8,220,H,Y,1,M,F,51,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,300,"130,000.00",101003,103038,843,5,D,43,103,1,9,65,136,2,1,0,4,6,N,1,21,7,N,65,,0,,,,0,0,0
31624,1016,X,48,1600,19.9,UnSecured,21,4,156,H,Y,0,D,M,191,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,192,"150,000.00",28302,29409,318,0,D,53,30,0,0,99,0,0,0,0,0,13,N,0,12,4,N,99,,0,,,,0,0,0
31626,841,B,36,4000,24.9,UnSecured,47,8,18,T,Y,4,M,F,45,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,102,"120,000.00",0,268,0,5,D,39,0,2,3,12,3,0,0,0,2,1,N,1,3,4,N,28,Other                     ,1,776,JOINT LASCI,Joint,0,1,0
